id,prediction
3_20151215,37065.92434497332
3_20151216,37241.41802721919
3_20151217,39684.42828355094
3_20151218,43734.50777580853
3_20151219,51547.5366161757
3_20151220,56688.30815858295
3_20151221,45089.19312678987
3_20151222,38422.083324502215
3_20151223,37986.493988452065
3_20151224,38736.755632682645
3_20151225,0.0
3_20151226,54282.90657567547
3_20151227,56843.25696713417
3_20151228,42138.73879622492
3_20151229,37263.36034401768
3_20151230,38360.18119081181
3_20151231,39910.44612876382
4_20151001,19568.610959481142
4_20151002,19562.39022093309
4_20151003,22916.49290495352
4_20151004,24068.325245784385
4_20151005,20525.772284049053
4_20151006,19016.03306652499
4_20151007,18669.613527434893
4_20151008,18411.439829549938
4_20151009,19561.290945976958
4_20151010,22300.39019557045
4_20151011,23230.447134510945
4_20151012,19720.040851728292
4_20151013,17730.806584868318
4_20151014,18862.82838584859
4_20151015,18114.087851237626
4_20151016,18961.864829652983
4_20151017,22349.62484534661
4_20151018,23224.219725350806
4_20151019,20262.190430457144
4_20151020,18566.395155448023
4_20151021,18684.64404474024
4_20151022,18129.57450748652
4_20151023,18870.093172390472
4_20151024,21472.092583884274
4_20151025,22964.51712686508
4_20151026,19659.760230586115
4_20151027,18487.736228166366
4_20151028,18826.97001445248
4_20151029,19018.800438248363
4_20151030,19106.941457383557
4_20151031,21967.334531090026
4_20151101,24183.252224724463
4_20151102,21293.228703092213
4_20151103,19058.563470032415
4_20151104,19314.354211819646
4_20151105,18515.797824072557
4_20151106,19194.545654998397
4_20151107,20799.534605813027
4_20151108,22911.961617062545
4_20151109,20960.31975984301
4_20151110,17916.71154988491
4_20151111,18541.36855084448
4_20151112,17979.494488142296
4_20151113,18481.53282890044
4_20151114,20455.65111540768
4_20151115,22091.06865679154
4_20151116,19187.265213896884
4_20151117,18010.190941055564
4_20151118,18486.803817657445
4_20151119,17935.419497568364
4_20151120,17367.112733881415
4_20151121,20372.035951048798
4_20151122,21359.394947675755
4_20151123,17895.532130213604
4_20151124,16972.60407343396
4_20151125,18581.88759407495
4_20151126,17384.181452364894
4_20151127,17859.24283532941
4_20151128,20603.075081324925
4_20151129,21212.539423524948
4_20151130,19565.87349438249
4_20151201,17829.955821408294
4_20151202,18670.513764717674
4_20151203,19464.37657590789
4_20151204,18019.957324129846
4_20151205,21068.757897572905
4_20151206,20878.730267327315
4_20151207,19622.69079090861
4_20151208,17206.774954367123
4_20151209,17751.962521970643
4_20151210,18669.822133090325
4_20151211,17581.88577702676
4_20151212,20280.030831541135
4_20151213,21748.06807551479
4_20151214,19115.500144739657
4_20151215,16972.338445026886
4_20151216,17735.023136422336
4_20151217,17441.76201365217
4_20151218,17492.245818284504
4_20151219,19732.652607805496
4_20151220,21611.20688279026
4_20151221,19317.69900070244
4_20151222,17260.768200061895
4_20151223,17940.276188776294
4_20151224,17182.37082674207
4_20151225,0.0
4_20151226,20762.664413933002
4_20151227,21041.0357874518
4_20151228,18358.705975166733
4_20151229,16647.10126802847
4_20151230,17599.38586235524
4_20151231,18277.48315183363
5_20151001,23555.124501926446
5_20151002,25598.666344097044
5_20151003,32915.17106521919
5_20151004,34265.07312488773
5_20151005,23839.86625503392
5_20151006,23084.786430911947
5_20151007,23062.59371213311
5_20151008,22369.839704044352
5_20151009,23501.779948749907
5_20151010,31313.839950633315
5_20151011,34712.78340544395
5_20151012,24959.91526301657
5_20151013,24249.812034540762
5_20151014,22051.05307910069
5_20151015,23004.375108041462
5_20151016,25279.126077987505
5_20151017,30798.89204344655
5_20151018,34233.81954626864
5_20151019,22091.851906075703
5_20151020,21175.98108696354
5_20151021,19466.13953291949
5_20151022,20290.875452333123
5_20151023,22071.617560437575
5_20151024,30179.93473978036
5_20151025,33579.048631845864
5_20151026,22969.156825088634
5_20151027,20198.17208587855
5_20151028,19125.916208980565
5_20151029,19925.378742082652
5_20151030,21408.43606820671
5_20151031,29487.405719670012
5_20151101,35849.78753789945
5_20151102,24018.90590652904
5_20151103,22824.185279710364
5_20151104,21118.177953241746
5_20151105,23234.532304443885
5_20151106,25459.790821183436
5_20151107,32505.066727216028
5_20151108,33813.32843888209
5_20151109,24250.5694905991
5_20151110,21604.57005573882
5_20151111,21693.584225642127
5_20151112,22928.33101875263
5_20151113,26617.801968064137
5_20151114,31640.667412171133
5_20151115,36103.78877874042
5_20151116,24234.73226483928
5_20151117,20423.916078836297
5_20151118,19998.977568711416
5_20151119,18947.860988205386
5_20151120,21488.771598094732
5_20151121,29394.68827680294
5_20151122,33466.37152509892
5_20151123,21180.488613983747
5_20151124,19190.209507068066
5_20151125,18552.942548406896
5_20151126,19342.014681315148
5_20151127,21416.492333087142
5_20151128,27327.83085067845
5_20151129,31645.231386596988
5_20151130,20872.20529351601
5_20151201,21192.57108306617
5_20151202,22646.374067724937
5_20151203,22480.158816350333
5_20151204,23895.960493221355
5_20151205,28920.255604204795
5_20151206,33765.349447530745
5_20151207,24021.704144435414
5_20151208,22718.698259603967
5_20151209,22129.66548894155
5_20151210,22276.911351724186
5_20151211,23941.50842127837
5_20151212,31062.426787580556
5_20151213,34264.606090030466
5_20151214,24635.824442918976
5_20151215,22710.907544976846
5_20151216,22091.045011686438
5_20151217,21087.320834098857
5_20151218,23349.831499074025
5_20151219,30409.73533662857
5_20151220,33862.66277750934
5_20151221,22911.931517909798
5_20151222,21837.217527074456
5_20151223,21687.942539395255
5_20151224,21849.23326987637
5_20151225,0.0
5_20151226,30051.840307757742
5_20151227,31764.185205222137
5_20151228,22978.7046178018
5_20151229,20547.486209712864
5_20151230,21882.367399265007
5_20151231,22738.084256353675
6_20151001,26706.280480184294
6_20151002,33534.39488402564
6_20151003,43624.26364783959
6_20151004,43838.45809666073
6_20151005,29315.94428610934
6_20151006,26892.566667202445
6_20151007,28019.403666416853
6_20151008,27201.463528872926
6_20151009,29576.357128790296
6_20151010,39044.234579134114
6_20151011,42320.334291605126
6_20151012,29686.310438071905
6_20151013,27924.862866965697
6_20151014,25469.479978469513
6_20151015,25382.897111994047
6_20151016,31356.879728200904
6_20151017,39001.747503974366
6_20151018,39842.387229617634
6_20151019,26121.14382058702
6_20151020,22875.48231783803
6_20151021,22729.87188753797
6_20151022,23000.04516116802
6_20151023,27872.634476089454
6_20151024,37757.57099034147
6_20151025,39548.58866961228
6_20151026,27289.78326959799
6_20151027,22270.361278640616
6_20151028,22632.71801832853
6_20151029,22196.004280330417
6_20151030,26565.111300968747
6_20151031,37161.047439765935
6_20151101,41596.89290313096
6_20151102,27288.51329244837
6_20151103,27042.940289235623
6_20151104,23465.50464567484
6_20151105,24631.596084870325
6_20151106,27081.59279085626
6_20151107,38489.589705910286
6_20151108,38797.3636027103
6_20151109,26889.001912571563
6_20151110,23456.934554084517
6_20151111,25561.458366661907
6_20151112,24146.01739900883
6_20151113,28797.310174826285
6_20151114,36895.19968152612
6_20151115,40405.376972114944
6_20151116,26141.579042095636
6_20151117,22800.44600264391
6_20151118,22301.562869972422
6_20151119,22333.054761520674
6_20151120,26009.765112844565
6_20151121,33598.96680200916
6_20151122,35903.401260383456
6_20151123,25171.516004205318
6_20151124,22109.76079537261
6_20151125,21576.409563147092
6_20151126,22435.070156102254
6_20151127,25825.366047875017
6_20151128,33916.59810562167
6_20151129,35909.56795151204
6_20151130,24221.414600487093
6_20151201,23619.721243831045
6_20151202,23739.1051285816
6_20151203,26039.565280835588
6_20151204,29145.180496845183
6_20151205,35622.70977239719
6_20151206,38080.254418702534
6_20151207,27586.344207316353
6_20151208,24535.263367121497
6_20151209,23407.06029254861
6_20151210,23803.991459714838
6_20151211,26470.314986180114
6_20151212,36914.20622046898
6_20151213,36756.38987326665
6_20151214,28073.31766732096
6_20151215,23807.76166384921
6_20151216,23735.277542007036
6_20151217,24641.35214193196
6_20151218,28304.1902942519
6_20151219,33946.673658066546
6_20151220,34824.34913729649
6_20151221,25200.462650434347
6_20151222,23873.322689936693
6_20151223,23982.662335211022
6_20151224,23938.367108736253
6_20151225,0.0
6_20151226,33383.74906126635
6_20151227,34457.64463246911
6_20151228,25701.832099525272
6_20151229,22356.63931391808
6_20151230,22352.764272596098
6_20151231,24485.4369952368
7_20151001,29641.406852831627
7_20151002,32192.250725880807
7_20151003,38754.94537884582
7_20151004,37933.576234883425
7_20151005,29658.90967801566
7_20151006,27636.0500140483
7_20151007,31038.624268964035
7_20151008,28686.227021755425
7_20151009,32569.797662653276
7_20151010,35452.30203709829
7_20151011,37552.87496523601
7_20151012,33062.23475402889
7_20151013,27903.57893308253
7_20151014,28610.59799166357
7_20151015,29185.796355863586
7_20151016,31643.143101356465
7_20151017,35653.70631867418
7_20151018,36379.47846814025
7_20151019,28647.006820621566
7_20151020,24923.571269871296
7_20151021,26401.41680276028
7_20151022,27119.432425995845
7_20151023,29163.345038603926
7_20151024,34069.49533824549
7_20151025,33936.331718950365
7_20151026,28063.39858537516
7_20151027,23623.71279934114
7_20151028,24626.341528284298
7_20151029,26271.192416657243
7_20151030,27495.46530480042
7_20151031,34465.180548272605
7_20151101,38563.888057394164
7_20151102,29595.0787584852
7_20151103,29086.962249606302
7_20151104,26919.205097829985
7_20151105,27941.370632360544
7_20151106,30672.965457204467
7_20151107,37496.24097897189
7_20151108,36724.75479748037
7_20151109,30826.97789323258
7_20151110,23441.422993340188
7_20151111,27705.652759386358
7_20151112,29477.585975816364
7_20151113,29885.545657599825
7_20151114,35332.15847989098
7_20151115,37291.267835901024
7_20151116,29653.24123588809
7_20151117,24103.908689011187
7_20151118,25026.901566535613
7_20151119,24384.04001910615
7_20151120,29161.659435517664
7_20151121,33661.19000165386
7_20151122,34180.56671859797
7_20151123,28363.024685976605
7_20151124,23618.77426001103
7_20151125,23412.624295342775
7_20151126,25114.466864619433
7_20151127,27290.623356337448
7_20151128,32856.721564932595
7_20151129,33731.246655714036
7_20151130,26863.114912557627
7_20151201,25918.613360051415
7_20151202,27915.947327184615
7_20151203,28716.99453560052
7_20151204,29923.019099443576
7_20151205,34897.53511065492
7_20151206,35674.97465404802
7_20151207,30031.729574341516
7_20151208,25963.067835634545
7_20151209,28265.495741247265
7_20151210,26852.42359563081
7_20151211,27472.3847319679
7_20151212,33772.97677616854
7_20151213,35918.28917273732
7_20151214,30827.08673993321
7_20151215,25846.841305894384
7_20151216,26627.78537869966
7_20151217,25953.931583242498
7_20151218,29810.414558871485
7_20151219,34086.1203835916
7_20151220,34842.498521064146
7_20151221,28147.359755584832
7_20151222,26576.393950263526
7_20151223,27210.19429852094
7_20151224,25576.799437476286
7_20151225,0.0
7_20151226,33640.80493056586
7_20151227,34415.45493772908
7_20151228,26568.80897760373
7_20151229,24220.43392701631
7_20151230,25631.296648944524
7_20151231,27643.833742300034
8_20151001,23876.350150702296
8_20151002,28566.881170446177
8_20151003,40099.68899526531
8_20151004,35723.61318127155
8_20151005,23669.380860431374
8_20151006,20785.05620124637
8_20151007,20877.027130672148
8_20151008,20982.922557689664
8_20151009,28082.03966863238
8_20151010,38316.490674141234
8_20151011,36820.59253740993
8_20151012,24275.75929699361
8_20151013,21156.449951367766
8_20151014,21765.1730471416
8_20151015,23376.661475751134
8_20151016,28889.842473138735
8_20151017,39257.99546400608
8_20151018,34893.05003419456
8_20151019,21431.440789099295
8_20151020,20028.278306935652
8_20151021,19831.332113879216
8_20151022,21314.513818845
8_20151023,27212.449244849966
8_20151024,37897.084268447135
8_20151025,35795.98990318762
8_20151026,21948.395550725138
8_20151027,19782.79315869585
8_20151028,21781.800069808814
8_20151029,21366.442094207578
8_20151030,27659.259199482265
8_20151031,39167.86020951767
8_20151101,37061.19739967157
8_20151102,24248.057860417095
8_20151103,24846.632633004716
8_20151104,23196.304553455106
8_20151105,23844.513949394423
8_20151106,28659.600341129026
8_20151107,38646.134847735506
8_20151108,35203.14576419371
8_20151109,23486.870774521987
8_20151110,21176.69445559582
8_20151111,21846.12066481116
8_20151112,22827.36561930782
8_20151113,30612.394564286835
8_20151114,38939.42212075657
8_20151115,36799.69606058273
8_20151116,23973.22336907479
8_20151117,23322.108050407485
8_20151118,23233.969506814567
8_20151119,24508.609194330274
8_20151120,29467.410369498408
8_20151121,39562.21225245097
8_20151122,37261.26220736807
8_20151123,23532.297259928477
8_20151124,20588.01614200773
8_20151125,21192.08741334333
8_20151126,23085.708856991252
8_20151127,28250.76936742803
8_20151128,38621.53574535155
8_20151129,35306.300679973545
8_20151130,22461.64140167808
8_20151201,23438.35202327175
8_20151202,24477.902089728355
8_20151203,25766.428501625276
8_20151204,31436.67052137912
8_20151205,40487.9553608518
8_20151206,34393.36158301404
8_20151207,23188.899278113546
8_20151208,21536.398660909115
8_20151209,22960.244442015537
8_20151210,22547.79571031632
8_20151211,29154.293745944233
8_20151212,39960.027634366554
8_20151213,36458.67513180787
8_20151214,23066.318716403075
8_20151215,21952.083740922055
8_20151216,23260.880122813993
8_20151217,23976.406282802156
8_20151218,29818.519291982244
8_20151219,39718.38212331234
8_20151220,36748.69911329509
8_20151221,23855.303161063075
8_20151222,22759.277668787305
8_20151223,22791.615307710257
8_20151224,22078.140908974136
8_20151225,0.0
8_20151226,37888.18831117244
8_20151227,34232.47140086898
8_20151228,22406.784505466792
8_20151229,21371.389788160624
8_20151230,22557.3683826572
8_20151231,25163.04399197914
9_20151001,31412.655999979666
9_20151002,36249.94790443551
9_20151003,44189.85541727448
9_20151004,39232.67852761256
9_20151005,31355.51082255559
9_20151006,34502.2281859771
9_20151007,31817.634132494117
9_20151008,31481.897748087853
9_20151009,38236.2059283807
9_20151010,40988.97972543033
9_20151011,35778.89810202966
9_20151012,37012.339743630626
9_20151013,33915.31373227885
9_20151014,33336.6564685239
9_20151015,37742.39745476346
9_20151016,36089.51949871865
9_20151017,33133.60753379629
9_20151018,28882.628844618055
9_20151019,22702.751583167672
9_20151020,21731.293047680345
9_20151021,22238.042749824435
9_20151022,21331.563375696307
9_20151023,26147.159879670777
9_20151024,30451.293951219097
9_20151025,27272.16267708925
9_20151026,21256.139363967224
9_20151027,21470.015314614757
9_20151028,23024.24761190145
9_20151029,23252.27368125176
9_20151030,28852.41803942823
9_20151031,34790.64892176639
9_20151101,34495.55955901307
9_20151102,36474.215452542485
9_20151103,37391.810786057
9_20151104,30773.124593095632
9_20151105,34056.447570265445
9_20151106,38162.40864891105
9_20151107,33581.68958488188
9_20151108,35989.22889802023
9_20151109,36365.27882817581
9_20151110,27056.858206937213
9_20151111,32342.53342993209
9_20151112,37772.8188491478
9_20151113,33368.635232416855
9_20151114,37539.813626587886
9_20151115,39758.22967116178
9_20151116,28175.023108959896
9_20151117,21798.1438203226
9_20151118,21447.09722377548
9_20151119,22536.02516945054
9_20151120,23829.377919704373
9_20151121,27769.987941741423
9_20151122,25592.035100858735
9_20151123,19777.7763122191
9_20151124,21193.43657576634
9_20151125,21613.036392683363
9_20151126,22315.070087273973
9_20151127,24104.17552272384
9_20151128,28452.58745488186
9_20151129,25587.598724781
9_20151130,23350.03447840007
9_20151201,30313.992301302325
9_20151202,35056.718704358835
9_20151203,38585.03651635184
9_20151204,37708.328994802425
9_20151205,36489.318583621556
9_20151206,37164.825294692564
9_20151207,33875.860321090324
9_20151208,27432.573434821115
9_20151209,33280.545390074825
9_20151210,35256.969026118626
9_20151211,32517.830588097244
9_20151212,38119.591776063666
9_20151213,37212.9583815393
9_20151214,31657.167606779123
9_20151215,33147.050898912465
9_20151216,31988.746515097675
9_20151217,25747.256640586573
9_20151218,24205.642799949946
9_20151219,27335.045957936974
9_20151220,23525.771888234012
9_20151221,19839.46815527326
9_20151222,19916.016121989247
9_20151223,21092.545932797642
9_20151224,20925.88492823967
9_20151225,0.0
9_20151226,27919.168901414356
9_20151227,24775.96473430105
9_20151228,20762.097816613525
9_20151229,19797.141242057543
9_20151230,23897.864201571196
9_20151231,30306.130562771155
10_20151001,18875.064302598388
10_20151002,27753.084626696655
10_20151003,35817.174645018225
10_20151004,33927.83908123005
10_20151005,22821.564355116774
10_20151006,22013.02549258979
10_20151007,20002.38837426659
10_20151008,18020.775891742895
10_20151009,26630.15075860248
10_20151010,30454.92527683012
10_20151011,30284.604682183908
10_20151012,25572.69338760281
10_20151013,22712.845874586146
10_20151014,20226.53775471662
10_20151015,22632.811538686878
10_20151016,26239.834164147243
10_20151017,29001.029408987582
10_20151018,27182.94297249724
10_20151019,17991.77109942017
10_20151020,15516.944347405692
10_20151021,14483.629316224831
10_20151022,15359.363901900078
10_20151023,20659.610476264606
10_20151024,25706.844186555856
10_20151025,25893.56163242131
10_20151026,17479.699987202697
10_20151027,14980.570865731524
10_20151028,14530.86688091197
10_20151029,16350.2613950431
10_20151030,22882.473364993253
10_20151031,29884.48385861426
10_20151101,30202.642519197572
10_20151102,26607.227195521275
10_20151103,24287.902290187827
10_20151104,20926.327411940292
10_20151105,21105.86748018358
10_20151106,26881.33256115855
10_20151107,28767.155720019524
10_20151108,30352.8221434075
10_20151109,25719.311763178965
10_20151110,19119.591413846047
10_20151111,20879.39595268931
10_20151112,22753.823527437173
10_20151113,24026.722932270433
10_20151114,31832.99552036014
10_20151115,31666.037473677123
10_20151116,19625.878887643077
10_20151117,17247.75805271224
10_20151118,15438.705644046511
10_20151119,16420.120970428005
10_20151120,21444.22924023172
10_20151121,24439.584834501456
10_20151122,25065.828133237734
10_20151123,17288.88856213119
10_20151124,15446.244459990327
10_20151125,14334.764475190033
10_20151126,16325.937804473859
10_20151127,21105.768407803964
10_20151128,25203.209625307485
10_20151129,24714.69037909461
10_20151130,17743.054604496763
10_20151201,19098.198660856186
10_20151202,21764.223080060474
10_20151203,24755.513226730312
10_20151204,28655.550660737834
10_20151205,29960.67414069857
10_20151206,32003.69003931066
10_20151207,23122.337957098993
10_20151208,19728.375743577762
10_20151209,22054.78684811421
10_20151210,23233.502384994455
10_20151211,26224.48591668471
10_20151212,31808.368937604646
10_20151213,32211.29628752465
10_20151214,24021.989200543347
10_20151215,22427.91406368218
10_20151216,21844.562115057535
10_20151217,19625.509647312367
10_20151218,22292.58281231009
10_20151219,24836.333810853903
10_20151220,24000.08687980158
10_20151221,18534.367430572893
